ref,Site Address,Proposal,Total units on devt,Ward,Parish,Deed Ref,Deed Type,Date Signed,RSL,Tenure,No of units for this mix type,% AH of total units for permission,Mix type
03-AP-2316,"Former HMSO Printing Works, Steedman St SE17","Erection of a part 5, part 10 storey building comprising of 10 live/work units, 3 business (Class B1) units and 88 flats with  75 basement parking spaces and vehicular access from Steedman Street (part amending planning permission dated 24.1.2003 for the erection of a part four, part ten storey building comprising of 10 live/work units and 78 flats and a 7 storey building comprising of 25 affordable flats facing onto Steedman Street with 73 basement car parking spaces for both blocks (02-AP-0357)).",98.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Supplemental,Supplemental,24/07/2006,The Horizon Housing Group,Not known,2,2.04,1 Bed Flat
03-AP-2316,"Former HMSO Printing Works, Steedman St SE17","Erection of a part 5, part 10 storey building comprising of 10 live/work units, 3 business (Class B1) units and 88 flats with  75 basement parking spaces and vehicular access from Steedman Street (part amending planning permission dated 24.1.2003 for the erection of a part four, part ten storey building comprising of 10 live/work units and 78 flats and a 7 storey building comprising of 25 affordable flats facing onto Steedman Street with 73 basement car parking spaces for both blocks (02-AP-0357)).",98.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,06/12/2004,The Horizon Housing Group,Not known,9,9.18,2 Bed Flat
03-AP-2316,"Former HMSO Printing Works, Steedman St SE17","Erection of a part 5, part 10 storey building comprising of 10 live/work units, 3 business (Class B1) units and 88 flats with  75 basement parking spaces and vehicular access from Steedman Street (part amending planning permission dated 24.1.2003 for the erection of a part four, part ten storey building comprising of 10 live/work units and 78 flats and a 7 storey building comprising of 25 affordable flats facing onto Steedman Street with 73 basement car parking spaces for both blocks (02-AP-0357)).",98.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Supplemental,Supplemental,24/07/2006,The Horizon Housing Group,Not known,9,9.18,2 Bed Flat
03-AP-2316,"Former HMSO Printing Works, Steedman St SE17","Erection of a part 5, part 10 storey building comprising of 10 live/work units, 3 business (Class B1) units and 88 flats with  75 basement parking spaces and vehicular access from Steedman Street (part amending planning permission dated 24.1.2003 for the erection of a part four, part ten storey building comprising of 10 live/work units and 78 flats and a 7 storey building comprising of 25 affordable flats facing onto Steedman Street with 73 basement car parking spaces for both blocks (02-AP-0357)).",98.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,06/12/2004,The Horizon Housing Group,Not known,1,1.02,3 Bed Flat
03-AP-2316,"Former HMSO Printing Works, Steedman St SE17","Erection of a part 5, part 10 storey building comprising of 10 live/work units, 3 business (Class B1) units and 88 flats with  75 basement parking spaces and vehicular access from Steedman Street (part amending planning permission dated 24.1.2003 for the erection of a part four, part ten storey building comprising of 10 live/work units and 78 flats and a 7 storey building comprising of 25 affordable flats facing onto Steedman Street with 73 basement car parking spaces for both blocks (02-AP-0357)).",98.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Supplemental,Supplemental,24/07/2006,The Horizon Housing Group,Not known,1,1.02,3 Bed Flat
03-AP-2370,7 MUNTON ROAD  LONDON SE17 1PR,"Construction of a part 4/5 storey building comprising  of 8 x one bedroom flats, 16 x two bedroom and 5 x three flats with balconies to the rear, provision of private gardens to two ground floor flats and communal  gardens to the rear.",29.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,09/03/2005,Family Housing Association,Aff Rent,3,10.34,2 Bed Flat
03-AP-2370,7 MUNTON ROAD  LONDON SE17 1PR,"Construction of a part 4/5 storey building comprising  of 8 x one bedroom flats, 16 x two bedroom and 5 x three flats with balconies to the rear, provision of private gardens to two ground floor flats and communal  gardens to the rear.",29.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,09/03/2005,Family Housing Association,Not known,5,17.24,3 Bed Flat
03-AP-2417,"CENTURY HOUSE, 82-84 TANNER STREET, LONDON, SE1 3PH","Construction of a part-4, part-5 & part-6 storey building for provision of 32 flats with 12 car parking spaces, 20 cycle spaces at ground floor and associated amenity space, including roof terraces (private & communal)",32.00,Nunhead Ward (P&N),Peckham and Nunhead,Principal Deed,S106 Agreement,11/01/2006,TO BE CONFIRMED,Not known,8,25.00,Not known
04-AP-0102,"SITES E, F, H, S & U BERMONDSEY SPA REGENERATION ARE - LAND BOUNDED BY JAMAICA ROAD, OLD JAMAICA RD, THURLAND RD, SPA RD, & ABBEY ST & ADJACENT LUPIN POINT, SE16","Outline application for demolition of Carton, Giles & Darnay Houses & the redevelopment of all 5 sites to create a mixed-use development comprising a mix of 605 residential units, with commercial & community uses including a retail foodstore, health centre & associated uses & facilities & a fitness centre, in new buildings between 3 & 10 storeys high; total of 217 new off-street car parking spaces (182 for residents & 35 for non-residential accommodation) together with all associated landscaping, infrastructure & ancillary development works.",605.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,30/03/2005,Hyde Housing Association,Not known,100,16.53,Not known
04-AP-0102,"SITES E, F, H, S & U BERMONDSEY SPA REGENERATION ARE - LAND BOUNDED BY JAMAICA ROAD, OLD JAMAICA RD, THURLAND RD, SPA RD, & ABBEY ST & ADJACENT LUPIN POINT, SE16","Outline application for demolition of Carton, Giles & Darnay Houses & the redevelopment of all 5 sites to create a mixed-use development comprising a mix of 605 residential units, with commercial & community uses including a retail foodstore, health centre & associated uses & facilities & a fitness centre, in new buildings between 3 & 10 storeys high; total of 217 new off-street car parking spaces (182 for residents & 35 for non-residential accommodation) together with all associated landscaping, infrastructure & ancillary development works.",605.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Variation,Variation,04/02/2011,Hyde Housing Association,Not known,100,16.53,Not known
04-AP-0116,"WYNDHAM GARAGE, WYNDHAM ROAD, LONDON, SE5 0UB","Erection of part 5 and part 12 storey building for mixed use to provide  56 flats [29 one bedroom, 23 two bedroom and 4 three bedroom] on part of the ground floor and the upper  floors and 214m2  of retail [Use Class A1 -retail] or office use [Use Class B1 - business use] on the ground floor together with associated external landscaping.",56.00,Camberwell Green Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,01/09/2005,TO BE CONFIRMED,Aff Rent,1,1.79,1 Bed Flat
04-AP-0116,"WYNDHAM GARAGE, WYNDHAM ROAD, LONDON, SE5 0UB","Erection of part 5 and part 12 storey building for mixed use to provide  56 flats [29 one bedroom, 23 two bedroom and 4 three bedroom] on part of the ground floor and the upper  floors and 214m2  of retail [Use Class A1 -retail] or office use [Use Class B1 - business use] on the ground floor together with associated external landscaping.",56.00,Camberwell Green Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,01/09/2005,TO BE CONFIRMED,Shared Own,9,16.07,1 Bed Flat
04-AP-0116,"WYNDHAM GARAGE, WYNDHAM ROAD, LONDON, SE5 0UB","Erection of part 5 and part 12 storey building for mixed use to provide  56 flats [29 one bedroom, 23 two bedroom and 4 three bedroom] on part of the ground floor and the upper  floors and 214m2  of retail [Use Class A1 -retail] or office use [Use Class B1 - business use] on the ground floor together with associated external landscaping.",56.00,Camberwell Green Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,01/09/2005,TO BE CONFIRMED,Shared Own,10,17.86,2 Bed Flat
04-AP-0116,"WYNDHAM GARAGE, WYNDHAM ROAD, LONDON, SE5 0UB","Erection of part 5 and part 12 storey building for mixed use to provide  56 flats [29 one bedroom, 23 two bedroom and 4 three bedroom] on part of the ground floor and the upper  floors and 214m2  of retail [Use Class A1 -retail] or office use [Use Class B1 - business use] on the ground floor together with associated external landscaping.",56.00,Camberwell Green Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,01/09/2005,TO BE CONFIRMED,Aff Rent,4,7.14,3 Bed Flat
04-AP-0226,"CAR PARK (WEST HALF) AT TAVERN QUAY, ROPE STREET, LONDON SE16","Erection of a part 6, part 9 storey building with basement providing 41 residential units with 21 underground parking spaces, associated cycle storage and landscaping.",41.00,Surrey Docks Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,28/07/2005,TO BE CONFIRMED,Not known,10,24.39,1 Bed Flat
04-AP-0226,"CAR PARK (WEST HALF) AT TAVERN QUAY, ROPE STREET, LONDON SE16","Erection of a part 6, part 9 storey building with basement providing 41 residential units with 21 underground parking spaces, associated cycle storage and landscaping.",41.00,Surrey Docks Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,28/07/2005,TO BE CONFIRMED,Not known,5,12.20,2 Bed Flat
04-AP-0296,17-24 Magdalen Street SE1,"Redevelopment of the site by erection of a 5 storey building and a semi-basement to provide offices (Class B1 Business Use) in part of the semi-basement, ground, and part of the first floor and 28 flats on part of the first floor and the upper floors with vehicular access from Magdalen Street to car parking spaces in the semi-basement.",28.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,06/12/2004,TO BE CONFIRMED,Shared Own,6,21.43,1 Bed Flat
04-AP-0296,17-24 Magdalen Street SE1,"Redevelopment of the site by erection of a 5 storey building and a semi-basement to provide offices (Class B1 Business Use) in part of the semi-basement, ground, and part of the first floor and 28 flats on part of the first floor and the upper floors with vehicular access from Magdalen Street to car parking spaces in the semi-basement.",28.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,06/12/2004,TO BE CONFIRMED,Shared Own,2,7.14,2 Bed Flat
04-AP-0535,1-3 Congreve Street & 6-11 Townsend Street land at corner of Congreve St and Townsend St SE17,"Residential redevelopment of existing warehouses & light industrial buildings to provide a total of 68 dwellings by the erection of part 5, part 6 and part 7 storey plus lower ground floor building comprising 64 flats [30 one-bedroom, 33 two-bedroom and 1 three-bedroom]  fronting Townsend St. and Congreve St. with 15 car parking spaces at lower ground floor level with vehicular access from Preston Close and a 3 storey terrace of 4 three-bedroom dwellinghouses  fronting Townsend St. (All dwellings for rent or shared ownership.)",68.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2004,TO BE CONFIRMED,Not known,10,14.71,1 Bed Flat
04-AP-0535,1-3 Congreve Street & 6-11 Townsend Street land at corner of Congreve St and Townsend St SE17,"Residential redevelopment of existing warehouses & light industrial buildings to provide a total of 68 dwellings by the erection of part 5, part 6 and part 7 storey plus lower ground floor building comprising 64 flats [30 one-bedroom, 33 two-bedroom and 1 three-bedroom]  fronting Townsend St. and Congreve St. with 15 car parking spaces at lower ground floor level with vehicular access from Preston Close and a 3 storey terrace of 4 three-bedroom dwellinghouses  fronting Townsend St. (All dwellings for rent or shared ownership.)",68.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2004,TO BE CONFIRMED,Not known,12,17.65,2 Bed Flat
04-AP-0535,1-3 Congreve Street & 6-11 Townsend Street land at corner of Congreve St and Townsend St SE17,"Residential redevelopment of existing warehouses & light industrial buildings to provide a total of 68 dwellings by the erection of part 5, part 6 and part 7 storey plus lower ground floor building comprising 64 flats [30 one-bedroom, 33 two-bedroom and 1 three-bedroom]  fronting Townsend St. and Congreve St. with 15 car parking spaces at lower ground floor level with vehicular access from Preston Close and a 3 storey terrace of 4 three-bedroom dwellinghouses  fronting Townsend St. (All dwellings for rent or shared ownership.)",68.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2004,TO BE CONFIRMED,Not known,1,1.47,3 Bed Flat
04-AP-0535,1-3 Congreve Street & 6-11 Townsend Street land at corner of Congreve St and Townsend St SE17,"Residential redevelopment of existing warehouses & light industrial buildings to provide a total of 68 dwellings by the erection of part 5, part 6 and part 7 storey plus lower ground floor building comprising 64 flats [30 one-bedroom, 33 two-bedroom and 1 three-bedroom]  fronting Townsend St. and Congreve St. with 15 car parking spaces at lower ground floor level with vehicular access from Preston Close and a 3 storey terrace of 4 three-bedroom dwellinghouses  fronting Townsend St. (All dwellings for rent or shared ownership.)",68.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2004,TO BE CONFIRMED,Not known,1,1.47,3 Bed House
04-AP-0544,"NEWINGTON INDUSTRIAL ESTATE, CRAMPTON STREET, LONDON, SE17 3AZ","Redevelopment of the existing industrial site to provide 3 new buildings - two five storey buildings fronting Crampton Street and a part 7, part 8 and part 9 storey building along the rear of the site adjacent to the railway line. The proposed development comprises 17 live work units, 180 new flats, 5 work units, a semi-basement car park with 83 parking spaces and the retention of the existing industrial shed (units 19-24) at the western end of the site.",197.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,29/07/2005,TO BE CONFIRMED,Shared Own,3,1.52,1 Bed Flat
